id,industry,role_type,keywords,weight,created_at
f31773b7-db58-4f85-9b32-027fe6c79fd8,Education,Training Specialist,"[""Stakeholder Management"",""Vendor Management"",""Budget Management"",""Project Management""]",low,2026-02-16 22:56:43.218561+00
f318a96d-957e-4703-8c4b-93da65c82867,Consulting,Change Management Consultant,"[""Change Management"",""Prosci"",""ADKAR"",""Stakeholder Analysis"",""Communication Plan"",""Training"",""Resistance Management"",""Organizational Readiness"",""Impact Assessment"",""Sponsorship"",""Coaching"",""Culture"",""Adoption"",""Sustainment"",""Metrics""]",important,2026-02-18 14:03:12.64537+00
f31e1f75-3cef-4450-9523-cdedbd23a54f,Marketing/Communications,Marketing Manager,"[""Google Analytics"",""HubSpot"",""Salesforce"",""Marketing Automation"",""CRM"",""A/B Testing""]",high,2026-02-16 22:56:43.218561+00
f336e344-6ee9-40c3-819f-cff3342af35f,Defense/Aerospace,Test Engineer,"[""Failure Analysis"",""Root Cause"",""FRACAS"",""Test Reports"",""Technical Writing""]",low,2026-02-16 22:56:43.218561+00
f39d6052-d9d9-4259-ab21-388ac34bbb1e,Technology,Database Administrator,"[""SQL Server"",""Redis"",""Cassandra"",""DynamoDB"",""Elasticsearch"",""Data Modeling"",""Schema Design""]",critical,2026-02-16 22:56:43.218561+00
f3bd1c0e-3748-4b17-80a7-16ca5dad4cf8,Finance/Banking,Accountant,"[""Audit Support"",""Internal Controls"",""Process Improvement"",""ERP Implementation""]",low,2026-02-16 22:56:43.218561+00
f40d18c2-0f6d-4939-8113-8bf9e49bea71,Technology,QA Engineer,"[""CI/CD Integration"",""Docker"",""BDD"",""TDD"",""Cucumber"",""Appium"",""Mobile Testing""]",critical,2026-02-16 22:56:43.218561+00
f4489d23-8357-4c27-947b-d27c03f33a9a,Retail/Hospitality,District Manager,"[""Multi-Unit Management"",""Revenue Growth"",""Operational Excellence"",""P&L"",""Strategic Planning""]",critical,2026-02-16 22:56:51.40283+00
f4952890-117f-4f58-8461-f06245f90927,Logistics,Cold Chain Specialist,"[""Cold Chain"",""Temperature Control"",""Refrigeration"",""Pharmaceutical"",""Food Safety"",""HACCP"",""GDP"",""Monitoring"",""Compliance"",""Packaging"",""Transportation"",""Warehouse"",""Quality"",""Documentation"",""Validation""]",important,2026-02-18 14:03:12.64537+00
f49dd7c0-f3d9-4e92-bb0d-0c0b435c0b1e,Hospitality,Event Planner,"[""Event Planning"",""Venue Selection"",""Budget"",""Contract Negotiation"",""Catering"",""Logistics"",""Vendor Management"",""Registration"",""A/V"",""Decor"",""Timeline"",""BEO"",""Floor Plan"",""Marketing"",""Post-Event Analysis""]",critical,2026-02-18 14:03:12.64537+00
f56c85a7-87ef-48fe-b425-d54adde5b5bf,Defense/Aerospace,Flight Test Engineer,"[""Flight Test"",""Test Planning"",""Data Reduction"",""Telemetry"",""Flight Dynamics"",""Performance Testing""]",critical,2026-02-16 22:56:43.218561+00
f57dfadb-1524-485e-8679-01772a249063,logistics,supply_chain,"[""Supply Chain Management"",""Inventory Management"",""Procurement"",""SAP"",""ERP"",""Warehouse Management"",""Lean"",""Six Sigma"",""Demand Planning"",""Vendor Management"",""APICS"",""CSCP""]",critical,2026-02-15 17:46:34.592483+00
f5ede4d4-35ae-48d4-bf2f-54a8f089aacc,Construction,Project Manager (Construction),"[""MS Project"",""Primavera P6"",""Procore"",""Bluebeam"",""RFI"",""Submittals"",""Change Orders""]",high,2026-02-16 22:56:43.218561+00
f691832c-ff28-467f-ba2d-c7a151b1843f,Construction,Site Supervisor,"[""Concrete"",""Framing"",""Structural Steel"",""MEP Coordination"",""Punch List""]",medium,2026-02-16 22:56:43.218561+00
f74d80a8-0a40-4baa-9313-97188b19f4c8,Non-Profit,Fundraiser,"[""Fundraising"",""Donor Relations"",""Major Gifts"",""Annual Fund"",""Capital Campaign"",""Planned Giving""]",critical,2026-02-16 22:56:51.40283+00
f7648105-7635-4f1e-b899-f9fe22afe229,Consulting,Digital Transformation Consultant,"[""Digital Transformation"",""Cloud"",""Automation"",""AI"",""Process Optimization"",""Change Management"",""Roadmap"",""Strategy"",""Stakeholder"",""ROI"",""Agile"",""DevOps"",""Customer Experience"",""Data"",""Innovation""]",important,2026-02-18 14:03:12.64537+00
f77ac783-dc86-42d7-b27c-5a21a70d6e74,Government/Federal,Program Analyst,"[""Excel"",""Data Analysis"",""Briefings"",""Congressional Reporting"",""Strategic Planning"",""GAO Compliance""]",high,2026-02-16 22:56:43.218561+00
f7ac361e-7001-433c-a746-2422f6d2a25a,Healthcare,Pharmacist,"[""Formulary Management"",""Clinical Pharmacy"",""Medication Therapy Management"",""Immunizations"",""DEA Compliance""]",high,2026-02-16 22:56:43.218561+00
f7b09a35-4ee5-43b2-9fdb-de29a982d18a,Retail/Hospitality,Hotel Manager,"[""Opera PMS"",""STR Reports"",""Rate Strategy"",""OTA Management"",""Staff Training""]",high,2026-02-16 22:56:51.40283+00
f7b28473-fe54-4399-aac5-a5a4301ff452,Construction,Plumber,"[""Plumbing"",""Piping"",""Fixture Installation"",""Drain Cleaning"",""Water Heater"",""Copper"",""PVC"",""PEX"",""Blueprint Reading"",""Code Compliance"",""Backflow"",""Gas Lines"",""Solder"",""Testing"",""Residential""]",critical,2026-02-18 14:03:12.64537+00
f876ceaa-ae21-4e94-80b3-40c184b90a54,Defense,Systems Engineer,"[""Systems Engineering"",""Requirements Analysis"",""V&V"",""Architecture"",""Interface Control"",""Trade Studies"",""Risk Analysis"",""DoDAF"",""MBSE"",""Configuration Management"",""Test Planning"",""Integration"",""Technical Reviews"",""Modeling"",""Simulation""]",critical,2026-02-18 14:03:12.64537+00
f953e819-6e54-49ae-9069-e3f29a2544d5,Manufacturing,Safety Manager,"[""Culture Development"",""Behavior-Based Safety"",""Metrics Reporting"",""Contractor Safety""]",low,2026-02-16 22:56:43.218561+00
f98ed948-8169-4d7d-aad5-0a8eb3c68798,Marketing/Communications,Social Media Manager,"[""Influencer Marketing"",""Social Listening"",""Crisis Management"",""Brand Advocacy""]",medium,2026-02-16 22:56:43.218561+00
f9ab8378-3bff-49cb-aab5-78fcce0e81bf,Education,Curriculum Developer,"[""Assessment Design"",""Rubrics"",""Scope and Sequence"",""Textbook Selection"",""Pilot Programs""]",high,2026-02-16 22:56:43.218561+00
f9d53056-0c67-428e-80cb-c11d212f0b7d,Manufacturing,Quality Engineer,"[""Training"",""Documentation"",""Regulatory Compliance"",""Process Validation""]",low,2026-02-16 22:56:43.218561+00
faebf0c6-f4c9-40ad-b8ac-c1ec2e085413,Finance/Banking,Bank Manager,"[""Community Reinvestment Act"",""Business Development"",""Cross-Selling"",""Relationship Management""]",medium,2026-02-16 22:56:43.218561+00
fb218b60-40d7-4df3-8e1c-bd39589f8d31,Defense/Aerospace,Program Manager,"[""PMP"",""Budget Management"",""Contract Management"",""Subcontractor Oversight"",""CDRL"",""DID""]",high,2026-02-16 22:56:43.218561+00
fb495bc2-86f8-444a-bc8f-d73346970bef,Construction,HVAC Technician,"[""Preventive Maintenance"",""Energy Efficiency"",""Indoor Air Quality"",""Code Compliance""]",medium,2026-02-16 22:56:43.218561+00
fbee5f60-21b7-4ea3-b6fc-e993e2164f2b,Telecommunications,Telecom Project Manager,"[""Stakeholder Management"",""Risk Management"",""Quality Assurance"",""Closeout""]",low,2026-02-16 22:56:51.40283+00
fc503afb-4501-40f2-ba9b-6108982d021e,management,operations,"[""Operations Management"",""Process Improvement"",""Lean"",""Six Sigma"",""KPI"",""Strategic Planning"",""Change Management"",""Cross-Functional"",""P&L"",""SLA"",""Budget Management"",""Vendor Management""]",critical,2026-02-15 17:46:34.592483+00
fc5ac044-f778-4e34-abb2-9044d73813fd,Technology,Data Scientist,"[""Research Publication"",""Presentation Skills"",""Business Acumen"",""Domain Expertise""]",low,2026-02-16 22:56:43.218561+00
fdd3c658-aa0d-49e9-9b9f-ae2e1d7de2e5,Manufacturing,Supply Chain Analyst,"[""Supply Chain Analytics"",""Demand Forecasting"",""Inventory Optimization"",""SAP"",""Power BI"",""Tableau"",""Excel"",""Statistical Analysis"",""Cost Analysis"",""Vendor Scorecard"",""Lead Time"",""Fill Rate"",""OTIF"",""Root Cause"",""Dashboard""]",important,2026-02-18 14:03:12.64537+00
fe20937f-0f0a-4623-bc06-c420aeb716b2,Education,Training Specialist,"[""Evaluation"",""ROI Analysis"",""Competency Models"",""Performance Improvement""]",medium,2026-02-16 22:56:43.218561+00
fe7e46be-bb35-4355-8e53-44fa421960f3,Technology,Data Engineer,"[""Snowflake"",""BigQuery"",""Redshift"",""dbt"",""Data Modeling"",""Schema Design""]",high,2026-02-16 22:56:51.40283+00
fecbbcee-7d30-43e0-a077-85631b36a6b7,Finance/Banking,Auditor,"[""ACL"",""IDEA"",""TeamMate"",""Audit Management Software"",""Continuous Auditing""]",medium,2026-02-16 22:56:43.218561+00
fee19c92-602d-4d23-af93-f74bc45dcf62,Healthcare,Medical Technician,"[""LIS"",""Calibration"",""Maintenance"",""Troubleshooting"",""Proficiency Testing""]",medium,2026-02-16 22:56:43.218561+00
ffae5315-5ec8-4c09-b481-d8dc62dc2602,Aviation,Aircraft Mechanic,"[""A&P"",""FAA"",""Airframe"",""Powerplant"",""Inspection"",""Troubleshooting"",""Sheet Metal"",""Avionics"",""NDT"",""Hydraulics"",""Pneumatics"",""Composite Repair"",""Technical Manuals"",""Safety"",""Tool Control""]",critical,2026-02-18 14:03:12.64537+00
ffe0d859-fbc8-4bb9-9f31-f9c2de88f77e,Logistics,Procurement Specialist,"[""Procurement"",""Vendor Management"",""Contract Negotiation"",""RFP"",""RFQ"",""Purchase Orders"",""Cost Analysis"",""Supplier Evaluation"",""ERP"",""SAP"",""Ariba"",""Sourcing"",""Spend Analysis"",""Category Management"",""Compliance""]",critical,2026-02-18 14:03:12.64537+00
